prices,time,station,address,gratis,fuel,chain
Unknown,Unknown,Fieten Eernewoude,"Wiidswei 9, Eernewoude",,Aardgas,Fieten
Unknown,Unknown,Fieten Diever,"Moleneinde 28, Diever",,Aardgas,Fieten
Unknown,Unknown,Fieten Dedemsvaart,"Archimedesstraat 15, Dedemsvaart",,Aardgas,Fieten
Unknown,Unknown,Fieten Oosterwolde,"Weemeweg 25, Oosterwolde",,Aardgas,Fieten
Unknown,Unknown,Fieten Hoogeveen (weberstr.),"Weberstraat 16, Hoogeveen",,Aardgas,Fieten
Unknown,Unknown,Fieten Opende,"De Scheiding 59, Opende",,Aardgas,Fieten
Unknown,Unknown,Fieten Vriezenveen,"Oosteinde 407, Vriezenveen",,Aardgas,Fieten
Unknown,Unknown,Fieten Harkema,"Nijewei 85, Harkema",,Aardgas,Fieten
Unknown,Unknown,Fieten Ane,"De Vaart 3, Ane",,Aardgas,Fieten
Unknown,Unknown,Fieten Geesbrug nijverheidsstraat,"Nijverheidsstraat 1, Geesbrug",,Aardgas,Fieten
Unknown,Unknown,Fieten Weerselo,"Abdijweg 62, Weerselo",,Aardgas,Fieten
Unknown,Unknown,Fieten Grijpskerk,"Kievitsweg 23, Grijpskerk",,Aardgas,Fieten
Unknown,Unknown,Fieten Peize,"Havenstraat 12, Peize",,Aardgas,Fieten
Unknown,Unknown,Fieten Nieuw amsterdam,"Bedrijvenweg 6, Nieuw-Amsterdam",,Aardgas,Fieten
Unknown,Unknown,Fieten Losser,"Enschedesestraat 32, Losser",,Aardgas,Fieten
Unknown,Unknown,Fieten Stadskanaal,"Veenstraat 1, Stadskanaal",,Aardgas,Fieten
Unknown,Unknown,Fieten Ter apel,"Munnekemoer Oost 41, Ter Apel",,Aardgas,Fieten
Unknown,Unknown,Fieten Winschoten,"Papierbaan 1, Winschoten",,Aardgas,Fieten
Aardgas €1.19,15 juli 2020,Fieten Staphorst,"Weth. Kuijersstraat 2, Staphorst",,Aardgas,Firezone
Aardgas €1.19,15 juli 2020,Fieten Nijverdal ('t lochter),"Benjamin Franklinstraat 2, Nijverdal",,Aardgas,Firezone
Aardgas €1.19,15 juli 2020,Fieten Hoogeveen (stephensonstr.),"Stephensonstraat 61, Hoogeveen",,Aardgas,Firezone
Aardgas €1.19,15 juli 2020,Fieten Beilen,"Ossebroeken 8, Beilen",,Aardgas,Firezone
Aardgas €1.19,15 juli 2020,Fieten Groningen,"Stettinweg 22, Groningen",,Aardgas,Firezone
Unknown,Unknown,Fieten Soesterberg,"Rademakerstraat 31, Soesterberg",,Aardgas,Firezone
Unknown,Unknown,Fieten Blaricum,"Middenweg 17, Blaricum",,Aardgas,Firezone
Unknown,Unknown,Fieten Erp,"De Beeke 12, Erp",,Aardgas,Firezone
Unknown,Unknown,Fieten Velp,"Schoolstraat 57, Velp",,Aardgas,Firezone
Unknown,Unknown,Fieten Hoofddorp,"Bennebroekerweg 515, Hoofddorp",,Aardgas,Firezone
Unknown,Unknown,Fieten Krommenie,"Busch 12, Krommenie",,Aardgas,Firezone
Unknown,Unknown,Fieten 's heerenbroek,"Zwolseweg 50, 's-Heerenbroek",,Aardgas,Firezone
Unknown,Unknown,Fieten Vollenhove,"Schaarweg 1, Vollenhove",,Aardgas,Firezone
Unknown,Unknown,Fieten Sint nicolaasga,"Tsjûkemarwei 20c, Sint Nicolaasga",,Aardgas,Firezone
Unknown,Unknown,Fieten Bolsward,"De Marne 55, Bolsward",,Aardgas,Firezone
Unknown,Unknown,Fieten Lemelerveld,"Weerdhuisweg 11, Lemelerveld",,Aardgas,Firezone
Unknown,Unknown,Fieten Nijverdal (smitsweg),"Smidsweg 102, Nijverdal",,Aardgas,Firezone
Unknown,Unknown,Fieten Balkbrug,"Tweede Katinger 2, Balkbrug",,Aardgas,Firezone
Unknown,Unknown,Fieten Eernewoude,"Wiidswei 9, Eernewoude",,Aardgas,Firezone
Unknown,Unknown,Fieten Diever,"Moleneinde 28, Diever",,Aardgas,Firezone
Unknown,Unknown,Fieten Dedemsvaart,"Archimedesstraat 15, Dedemsvaart",,Aardgas,Firezone
Unknown,Unknown,Fieten Oosterwolde,"Weemeweg 25, Oosterwolde",,Aardgas,Firezone
Unknown,Unknown,Fieten Hoogeveen (weberstr.),"Weberstraat 16, Hoogeveen",,Aardgas,Firezone
Unknown,Unknown,Fieten Opende,"De Scheiding 59, Opende",,Aardgas,Firezone
Unknown,Unknown,Fieten Vriezenveen,"Oosteinde 407, Vriezenveen",,Aardgas,Firezone
Unknown,Unknown,Fieten Harkema,"Nijewei 85, Harkema",,Aardgas,Firezone
Unknown,Unknown,Fieten Ane,"De Vaart 3, Ane",,Aardgas,Firezone
Unknown,Unknown,Fieten Geesbrug nijverheidsstraat,"Nijverheidsstraat 1, Geesbrug",,Aardgas,Firezone
Unknown,Unknown,Fieten Weerselo,"Abdijweg 62, Weerselo",,Aardgas,Firezone
Unknown,Unknown,Fieten Grijpskerk,"Kievitsweg 23, Grijpskerk",,Aardgas,Firezone
Unknown,Unknown,Fieten Peize,"Havenstraat 12, Peize",,Aardgas,Firezone
Unknown,Unknown,Fieten Nieuw amsterdam,"Bedrijvenweg 6, Nieuw-Amsterdam",,Aardgas,Firezone
Unknown,Unknown,Fieten Losser,"Enschedesestraat 32, Losser",,Aardgas,Firezone
Unknown,Unknown,Fieten Stadskanaal,"Veenstraat 1, Stadskanaal",,Aardgas,Firezone
Unknown,Unknown,Fieten Ter apel,"Munnekemoer Oost 41, Ter Apel",,Aardgas,Firezone
Unknown,Unknown,Fieten Winschoten,"Papierbaan 1, Winschoten",,Aardgas,Firezone
Unknown,Unknown,Guliker Pomp Nieuwaal,"Waalbandijk 13, Nieuwaal",,Aardgas,Guliker
Unknown,Unknown,Guliker Pomp Putten,"Handelsweg 52, Putten",,Aardgas,Guliker
Unknown,Unknown,Guliker Hoofdkantoor en pomp,"Ambachtstraat 16, Putten",,Aardgas,Guliker
Unknown,Unknown,Guliker Pomp Nieuwaal,"Waalbandijk 13, Nieuwaal",,Aardgas,Haan
Unknown,Unknown,Guliker Pomp Putten,"Handelsweg 52, Putten",,Aardgas,Haan
Unknown,Unknown,Guliker Hoofdkantoor en pomp,"Ambachtstraat 16, Putten",,Aardgas,Haan
Unknown,Unknown,LUKOIL GELDERMALSEN,"Plettenburglaan 1, GELDERMALSEN",,Aardgas,LUKOIL
Unknown,Unknown,LUKOIL HILVERSUM,"Zeverijnstraat 18, HILVERSUM",,Aardgas,LUKOIL
Unknown,Unknown,LUKOIL ASPEREN,"Heukelumseweg 10, ASPEREN",,Aardgas,LUKOIL
Unknown,Unknown,LUKOIL HOOGBLOKLAND,"Beemdweg 4C, HOOGBLOKLAND",,Aardgas,LUKOIL
Unknown,Unknown,LUKOIL GORINCHEM,"Newtonweg 20A, GORINCHEM",,Aardgas,LUKOIL
Unknown,Unknown,LUKOIL SCHAIJK,"Udensedreef 2, SCHAIJK",,Aardgas,LUKOIL
Unknown,Unknown,LUKOIL WOUDRICHEM,"Almkerkseweg 3C, WOUDRICHEM",,Aardgas,LUKOIL
Unknown,Unknown,LUKOIL BOXTEL,"Schijndelseweg 61, BOXTEL",,Aardgas,LUKOIL
Unknown,Unknown,LUKOIL SCHELLUINEN,"Provincialeweg 1, SCHELLUINEN",,Aardgas,LUKOIL
Unknown,Unknown,LUKOIL WERKENDAM,"Bolstrastraat 15, WERKENDAM",,Aardgas,LUKOIL
Unknown,Unknown,LUKOIL HARDINXVELD BOVEN,"Rivierdijk 383, HARDINXVELD BOVEN",,Aardgas,LUKOIL
Unknown,Unknown,LUKOIL HARDINXVELD PEULEN,"Peulenlaan 261, HARDINXVELD-GIESSENDAM",,Aardgas,LUKOIL
Unknown,Unknown,LUKOIL GEMERT,"Boekelseweg 3, GEMERT",,Aardgas,LUKOIL
Unknown,Unknown,LUKOIL SLIEDRECHT,"Deltalaan 217, SLIEDRECHT",,Aardgas,LUKOIL
Unknown,Unknown,LUKOIL Eindhoven,"Karel de Grotelaan 2, EINDHOVEN",,Aardgas,LUKOIL
Unknown,Unknown,LUKOIL ZAANDAM,"Provincialeweg 47, ZAANDAM",,Aardgas,LUKOIL
Unknown,Unknown,LUKOIL ZAANDAM,"Provinciale weg 47, ZAANDAM",,Aardgas,LUKOIL
Unknown,Unknown,LUKOIL OOSTERHOUT,"Innovatiepark 3, OOSTERHOUT",,Aardgas,LUKOIL
Unknown,Unknown,LUKOIL Geldrop,"Winkelcentrum Coevering 1, GELDROP",,Aardgas,LUKOIL
Unknown,Unknown,LUKOIL Geldrop,"WC Coevering 1, GELDROP",,Aardgas,LUKOIL
Unknown,Unknown,LUKOIL EERSEL,"Schadewijkstraat 70, EERSEL",,Aardgas,LUKOIL
Unknown,Unknown,LUKOIL Heeze,"Geldropseweg 22, HEEZE",,Aardgas,LUKOIL
Unknown,Unknown,LUKOIL CAPELLE,"Schermerhoek 523, CAPELLE a/d IJSSEL",,Aardgas,LUKOIL
Unknown,Unknown,LUKOIL HEERDE,"Molenweg 1b, HEERDE",,Aardgas,LUKOIL
Unknown,Unknown,LUKOIL MAARHEEZE,"Moonslaan 2, MAARHEEZE",,Aardgas,LUKOIL
Unknown,Unknown,LUKOIL NEDERWEERT,"Burgemeester Greijmansstraat 6, NEDERWEERT",,Aardgas,LUKOIL
Unknown,Unknown,LUKOIL HEYTHUYSEN,"Kloosterstraat 120a, HEYTHUYSEN",,Aardgas,LUKOIL
Unknown,Unknown,LUKOIL KESSEL,"Baarloseweg 48, KESSEL",,Aardgas,LUKOIL
Unknown,Unknown,LUKOIL VENLO,"Pastoor Stassenstraat 49, VENLO",,Aardgas,LUKOIL
Unknown,Unknown,LUKOIL POSTERHOLT,"Roermondseweg 16a, POSTERHOLT",,Aardgas,LUKOIL
Unknown,Unknown,LUKOIL SITTARD,"Industriestraat 3, SITTARD",,Aardgas,LUKOIL
Unknown,Unknown,LUKOIL MALPERTUIS - MAASTRICHT,"Malbergsingel 90, MAASTRICHT",,Aardgas,LUKOIL
Unknown,Unknown,LUKOIL EMMABERG - VALKENBURG AAN DE GEUL,"Emmaberg 40, VALKENBURG a/d GEUL",,Aardgas,LUKOIL
Unknown,Unknown,LUKOIL BRUNSSUM,"Prins Hendriklaan 243, BRUNSSUM",,Aardgas,LUKOIL
Unknown,Unknown,LUKOIL TERWORM - HEERLEN,"Antwerpseweg 1, HEERLEN",,Aardgas,LUKOIL
Unknown,Unknown,LUKOIL - IN DE CRAMER HEERLEN,"In de Cramer 15, HEERLEN",,Aardgas,LUKOIL
Unknown,Unknown,LUKOIL MARGRATEN,"Eijkerweg 129, MARGRATEN",,Aardgas,LUKOIL
Unknown,Unknown,LUKOIL GULPEN,"Rijksweg 70, GULPEN",,Aardgas,LUKOIL
Unknown,Unknown,LUKOIL KERKRADE,"Wiebachstraat 5, KERKRADE",,Aardgas,LUKOIL
Unknown,Unknown,LUKOIL DE HOLZ - KERKRADE,"Holzstraat 57, KERKRADE",,Aardgas,LUKOIL
Unknown,Unknown,LUKOIL Express - MAURIK,"Doejenburg 200, MAURIK",,Aardgas,LUKOIL Express
Unknown,Unknown,LUKOIL Express - LEERDAM,"Constructiestraat 4, LEERDAM",,Aardgas,LUKOIL Express
Unknown,Unknown,LUKOIL Express - BRAKEL,"Lange Kamp 2, BRAKEL",,Aardgas,LUKOIL Express
Unknown,Unknown,LUKOIL Express - WIJK EN AALBURG,"Maasdijk 22, WIJK EN AALBURG",,Aardgas,LUKOIL Express
Unknown,Unknown,LUKOIL Express - GORINCHEM,"Schelluinsestraat 2, GORINCHEM",,Aardgas,LUKOIL Express
Unknown,Unknown,LUKOIL Express - GORINCHEM,"Schelluinsestraat 34, GORINCHEM",,Aardgas,LUKOIL Express
Unknown,Unknown,LUKOIL Express BEST,"Oranjestraat 95, BEST",,Aardgas,LUKOIL Express
Unknown,Unknown,LUKOIL Express HARDINXVELD-BENEDEN,"Industriestraat 1, HARDINXVELD-BENEDEN",,Aardgas,LUKOIL Express
Unknown,Unknown,LUKOIL Express - BLESKENSGRAAF,"Melkweg 22, BLESKENSGRAAF",,Aardgas,LUKOIL Express
Unknown,Unknown,LUKOIL Express - SLIEDRECHT,"Marisstraat 3, SLIEDRECHT",,Aardgas,LUKOIL Express
Unknown,Unknown,LUKOIL Express - ALBLASSERDAM,"Nieuwlandparc 421, ALBLASSERDAM",,Aardgas,LUKOIL Express
Unknown,Unknown,LUKOIL Express - ZWIJNDRECHT,"Ringdijk 16a, ZWIJNDRECHT",,Aardgas,LUKOIL Express
Unknown,Unknown,LUKOIL Express - OPMEER,"De Veken 22, OPMEER",,Aardgas,LUKOIL Express
Unknown,Unknown,LUKOIL Express - ZWIJNDRECHT,"Fruitenierstraat 19-20, ZWIJNDRECHT",,Aardgas,LUKOIL Express
Unknown,Unknown,LUKOIL Express - ZWIJNDRECHT,"Scheepmakersstraat 3, ZWIJNDRECHT",,Aardgas,LUKOIL Express
Unknown,Unknown,LUKOIL Express - ROTTERDAM,"Nijmegenstraat 10, ROTTERDAM",,Aardgas,LUKOIL Express
Unknown,Unknown,LUKOIL Express - BAEXEM,"Stationstraat 17, BAEXEM",,Aardgas,LUKOIL Express
Unknown,Unknown,LUKOIL Express MAASBRACHT,"Molenweg 50, MAASBRACHT",,Aardgas,LUKOIL Express
Unknown,Unknown,LUKOIL Express GELEEN,"Mauritslaan 51-53, GELEEN",,Aardgas,LUKOIL Express
Unknown,Unknown,LUKOIL Express BEATRIXHAVEN - MAASTRICHT,"Galjoenweg 72, MAASTRICHT",,Aardgas,LUKOIL Express
Unknown,Unknown,LUKOIL Express CABERG - MAASTRICHT,"Cabergerweg 50, MAASTRICHT",,Aardgas,LUKOIL Express
Unknown,Unknown,LUKOIL Express DE HORSEL - NUTH,"Daelderweg 12a, NUTH",,Aardgas,LUKOIL Express
Unknown,Unknown,LUKOIL Express - SCHINVELD,"Echterbaan 1, SCHINVELD",,Aardgas,LUKOIL Express
Unknown,Unknown,LUKOIL Express BELFORT - MAASTRICHT,"Gewantmakersdreef 5, MAASTRICHT",,Aardgas,LUKOIL Express
Unknown,Unknown,LUKOIL Express DE KOUMEN - HOENSBROEK,"Handelsstraat 16, HEERLEN",,Aardgas,LUKOIL Express
Unknown,Unknown,LUKOIL Express EIJSDEN,"Ingenieur Rocourstraat 1, EIJSDEN",,Aardgas,LUKOIL Express
Unknown,Unknown,LUKOIL Express - HEERLEN,"Euregioweg 1, HEERLEN",,Aardgas,LUKOIL Express
Unknown,Unknown,LUKOIL Express STIJTHAGEN - KERKRADE,"Strijthagenweg 105, KERKRADE",,Aardgas,LUKOIL Express
Unknown,Unknown,LUKOIL Express NIEUWSTRAAT - KERKRADE,"Nieuwstraat 109, KERKRADE",,Aardgas,LUKOIL Express
Unknown,Unknown,Makro Amsterdam,"De Flinesstraat 9, Amsterdam-Duivendrecht",,Aardgas,Makro
Unknown,Unknown,Makro Best,"Brem 4, Best",,Aardgas,Makro
Unknown,Unknown,Makro Duiven,"Nieuwgraaf 28, Duiven",,Aardgas,Makro
Unknown,Unknown,Makro Breda,"Konijnenberg 92, Breda",,Aardgas,Makro
Unknown,Unknown,Makro Delft,"Schieweg 104, Delft",,Aardgas,Makro
Unknown,Unknown,Makro Nuth,"Thermiekstraat 15, Nuth",,Aardgas,Makro
Unknown,Unknown,Makro Groningen,"Kattegat 1, Groningen",,Aardgas,Makro
Unknown,Unknown,OK Eijkmanlaan,"Eykmanlaan 1201, UTRECHT",,Aardgas,OK
Unknown,Unknown,OK Knoest,"Rijksweg A27 2, NIEUWEGEIN",,Aardgas,OK
Unknown,Unknown,OK Europalaan onbemand,"Europalaan 6, UTRECHT",,Aardgas,OK
Unknown,Unknown,OK Hilversum,"Nieuwe Havenweg 31, HILVERSUM",,Aardgas,OK
Unknown,Unknown,OK Berlicum,"Hoogstraat 48, BERLICUM NB",,Aardgas,OK
Unknown,Unknown,OK Giessen,"Parallelweg 66, GIESSEN",,Aardgas,OK
Unknown,Unknown,OK Venhuizen,"Twijver 24, VENHUIZEN",,Aardgas,OK
Unknown,Unknown,OK Duiven,"Oostsingel 15, DUIVEN",,Aardgas,OK
Unknown,Unknown,OK Breda Teteringsedijk,"Teteringsedijk 210, BREDA",,Aardgas,OK
Unknown,Unknown,OK Breda Zwijnsbergenstraat,"Zwijnsbergenstraat 7, BREDA",,Aardgas,OK
Unknown,Unknown,OK Alkmaar,"Nollenweg 11, ALKMAAR",,Aardgas,OK
Unknown,Unknown,OK Zoetermeer,"Zuidweg 98, ZOETERMEER",,Aardgas,OK
Unknown,Unknown,OK Grubbenvorst,"Californischeweg 6, GRUBBENVORST",,Aardgas,OK
Unknown,Unknown,OK de Stadsfenne,"Frittemaleane 2, SNEEK",,Aardgas,OK
Unknown,Unknown,OK Zurich,"Rijksweg N31, ZURICH",,Aardgas,OK
Unknown,Unknown,OK Witte Paarden,"Steenwijkerweg 242a, WITTE PAARDEN",,Aardgas,OK
Unknown,Unknown,OK Heerenveen,"Schans 65, HEERENVEEN",,Aardgas,OK
Unknown,Unknown,OK Venlo,"Weselseweg 2, VENLO",,Aardgas,OK
Unknown,Unknown,OK Terwispel,"Koaibosk 4, TERWISPEL",,Aardgas,OK
Unknown,Unknown,OK Goutum,"Drachtsterweg 50, LEEUWARDEN",,Aardgas,OK
Unknown,Unknown,OK Hoek van Holland,"Dirk van den Burgweg 60, HOEK VAN HOLLAND",,Aardgas,OK
Unknown,Unknown,OK de Kreilen,"Rijksweg N31 NZ 1, OPEINDE",,Aardgas,OK
Unknown,Unknown,OK Stienkamp,"Rijksweg N31 ZZ 2 ZZ, OPEINDE",,Aardgas,OK
Unknown,Unknown,OK Emmen,"Wilhelmsweg 99, EMMEN",,Aardgas,OK
Unknown,Unknown,OK Winsum,"Garnwerderweg 2a, WINSUM GN",,Aardgas,OK
Unknown,Unknown,OK Groningen Oost,"Rijksweg 130, GRONINGEN",,Aardgas,OK
Unknown,Unknown,OK Ter Apel,"Nulweg 25, TER APEL",,Aardgas,OK
Unknown,Unknown,OK Eede,"Rijksweg 55, EEDE ZLD",,Aardgas,OK
Unknown,Unknown,OK City Helmond,"Zuidende 24, HELMOND",,Aardgas,OK
Unknown,Unknown,OK Duiven Kastanjelaan,"Kastanjelaan 20, DUIVEN",,Aardgas,OK
Unknown,Unknown,OK IJmuiden Express,"Zeeweg 5, IJMUIDEN",,Aardgas,OK
Unknown,Unknown,OK Anna Paulowna Express,"Molenvaart 99, ANNA PAULOWNA",,Aardgas,OK
Unknown,Unknown,OK de Mieden,"Rypsterdyk 2A31, MENALDUM",,Aardgas,OK
Unknown,Unknown,OK Donkerbroek Express,"Balkweg 1a, DONKERBROEK",,Aardgas,OK
Unknown,Unknown,OK Express Heerlen,"John F. Kennedylaan 123, HEERLEN",,Aardgas,OK
Unknown,Unknown,OK Beilen,"Rijksweg A28 2, BEILEN",,Aardgas,OK
Unknown,Unknown,OK Grootegast,"Rondweg 5a, GROOTEGAST",,Aardgas,OK
Unknown,Unknown,OK Deurningen,"Hoofdstraat 4, DEURNINGEN",,Aardgas,OK
Unknown,Unknown,OK Nieuw Amsterdam,"Bedrijvenweg 1, NIEUW-AMSTERDAM",,Aardgas,OK
Unknown,Unknown,OK Middelburg Express,"Heerlijkheidsweg 3TA, MIDDELBURG",,Aardgas,OK
Unknown,Unknown,OK Nieuwe Pekela Express,"Pekelwerk 11, NIEUWE PEKELA",,Aardgas,OK
Unknown,Unknown,OK Winschoten,"Nassaustraat 85, WINSCHOTEN",,Aardgas,OK
Unknown,Unknown,OK Express Bad Nieuweschans,"Europaweg 35, BAD NIEUWESCHANS",,Aardgas,OK
Unknown,Unknown,OrangeGas OrangeGas Bunschoten,"De Kronkels 3, Bunschoten",,Aardgas,OrangeGas
Unknown,Unknown,OrangeGas OrangeGas Harderwijk,"Nobelstraat 6, Harderwijk",,Aardgas,OrangeGas
Unknown,Unknown,OrangeGas OrangeGas Amsterdam 7,"Zuiderzeeweg 1000, Amsterdam",,Aardgas,OrangeGas
Unknown,Unknown,OrangeGas OrangeGas Nieuwendijk,"Dijkje 20, Nieuwendijk",,Aardgas,OrangeGas
Unknown,Unknown,OrangeGas OrangeGas Nijmegen,"Hatertseweg 340, Nijmegen",,Aardgas,OrangeGas
Unknown,Unknown,OrangeGas OrangeGas Oostzaan,"Skoon 2, Oostzaan",,Aardgas,OrangeGas
Unknown,Unknown,OrangeGas OrangeGas Eindhoven 1,"Sint Bonifaciuslaan 83, Eindhoven",,Aardgas,OrangeGas
Unknown,Unknown,OrangeGas OrangeGas Kampen,"Europa-Allee 4, Kampen",,Aardgas,OrangeGas
Unknown,Unknown,OrangeGas OrangeGas Capelle aan den IJssel,"Couwenhoekseweg 6, Capelle aan den IJssel",,Aardgas,OrangeGas
Unknown,Unknown,OrangeGas OrangeGas Haarlem,"Leidsevaart 10, Haarlem",,Aardgas,OrangeGas
Unknown,Unknown,OrangeGas OrangeGas Heemskerk,"Rijksstraatweg 82, Heemskerk",,Aardgas,OrangeGas
Unknown,Unknown,OrangeGas OrangeGas Melick,"Heinsbergerweg 3a, Melick",,Aardgas,OrangeGas
Unknown,Unknown,OrangeGas OrangeGas Peize,"Groningerweg 58, Peize",,Aardgas,OrangeGas
Unknown,Unknown,OrangeGas OrangeGas Amersfoort 1,"Havenweg 23, Amersfoort",,Aardgas,OrangeGas
Unknown,Unknown,OrangeGas OrangeGas Amersfoort 2,"De Stuwdam 5, Amersfoort",,Aardgas,OrangeGas
Unknown,Unknown,OrangeGas OrangeGas 't Goy,"Beusichemseweg 58, Goy (Houten)",,Aardgas,OrangeGas
Unknown,Unknown,OrangeGas OrangeGas Beesd,"Parkweg 85, Beesd",,Aardgas,OrangeGas
Unknown,Unknown,OrangeGas OrangeGas Utrecht,"Atoomweg 40, Utrecht",,Aardgas,OrangeGas
Unknown,Unknown,OrangeGas OrangeGas Wageningen,"Nudepark 200, Wageningen",,Aardgas,OrangeGas
Unknown,Unknown,OrangeGas OrangeGas Almere,"De Striptekenaar 81, Almere",,Aardgas,OrangeGas
Unknown,Unknown,OrangeGas OrangeGas Heesch,"Nistelrodeseweg 3, Heesch",,Aardgas,OrangeGas
Unknown,Unknown,OrangeGas OrangeGas Den Bosch,"Vlijmenseweg 1b, Den Bosch",,Aardgas,OrangeGas
Unknown,Unknown,OrangeGas OrangeGas Amsterdam 2,"De Flinesstraat 9, Amsterdam (Duivendrecht)",,Aardgas,OrangeGas
Unknown,Unknown,OrangeGas OrangeGas Hulshorst,"Schotweg 2, Hulshorst",,Aardgas,OrangeGas
Unknown,Unknown,OrangeGas OrangeGas Amsterdam 7,"Gooiseweg 10, Amsterdam",,Aardgas,OrangeGas
Unknown,Unknown,OrangeGas OrangeGas Kaatsheuvel,"Luxemburgstraat 13, Kaatsheuvel",,Aardgas,OrangeGas
Unknown,Unknown,OrangeGas OrangeGas Tilburg Noord,"Henri Blomjousstraat 1, Tilburg",,Aardgas,OrangeGas
Unknown,Unknown,OrangeGas OrangeGas Nieuwkoop,"Transportweg 24, Nieuwkoop",,Aardgas,OrangeGas
Unknown,Unknown,OrangeGas OrangeGas Amsterdam 4,"Anthony Fokkerweg 8, Amsterdam",,Aardgas,OrangeGas
Unknown,Unknown,OrangeGas OrangeGas Amsterdam 5,"Cornelis Douwesweg 15, Amsterdam",,Aardgas,OrangeGas
Unknown,Unknown,OrangeGas OrangeGas Amsterdam 1,"Isolatorweg 38, Amsterdam",,Aardgas,OrangeGas
Unknown,Unknown,OrangeGas OrangeGas Tilburg Zuid,"Emma Goldmanweg 4, Tilburg",,Aardgas,OrangeGas
Unknown,Unknown,OrangeGas OrangeGas Eindhoven 2,"Flight Forum 3950, Eindhoven",,Aardgas,OrangeGas
Unknown,Unknown,OrangeGas OrangeGas Hoorn,"Protonweg 5, Hoorn",,Aardgas,OrangeGas
Unknown,Unknown,OrangeGas OrangeGas Amsterdam 3,"Australiëhavenweg 112, Amsterdam",,Aardgas,OrangeGas
Unknown,Unknown,OrangeGas OrangeGas Amsterdam 6,"Ookmeerweg 501, Amsterdam",,Aardgas,OrangeGas
Unknown,Unknown,OrangeGas OrangeGas Rozenburg Schiphol,"Kruisweg 471, Rozenburg Schiphol",,Aardgas,OrangeGas
Unknown,Unknown,OrangeGas OrangeGas Hoorn,"Westfrisiaweg, Hoorn",,Aardgas,OrangeGas
Unknown,Unknown,"OrangeGas OrangeGas Dordrecht (homebase HVC, niet openbaar)","Baanhoekweg 40, Dordrecht",,Aardgas,OrangeGas
Unknown,Unknown,OrangeGas OrangeGas Helmond,"Noorddijk 7, Helmond",,Aardgas,OrangeGas
Unknown,Unknown,OrangeGas OrangeGas Hoofddorp A4,"Rijksweg A4 2, Hoofddorp",,Aardgas,OrangeGas
Unknown,Unknown,OrangeGas OrangeGas Alphen aan den Rijn,"Van Foreestlaan 17, Alphen aan den Rijn",,Aardgas,OrangeGas
Unknown,Unknown,OrangeGas OrangeGas Emmeloord,"Randweg 18, Emmeloord",,Aardgas,OrangeGas
Unknown,Unknown,OrangeGas OrangeGas Lisse,"Westelijke Randweg 6, Lisse",,Aardgas,OrangeGas
Unknown,Unknown,OrangeGas OrangeGas Hazeldonk,"Hazeldonk 5002, Hazeldonk",,Aardgas,OrangeGas
Unknown,Unknown,OrangeGas OrangeGas Wieringerwerf,"Havenweg 2, Wieringerwerf",,Aardgas,OrangeGas
Unknown,Unknown,OrangeGas OrangeGas Deventer,"Dordrechtweg 11, Deventer",,Aardgas,OrangeGas
Unknown,Unknown,OrangeGas OrangeGas Barendrecht,"Middelweg 3, Barendrecht",,Aardgas,OrangeGas
Unknown,Unknown,OrangeGas OrangeGas Windesheim,"Wijheseweg 45, Windesheim",,Aardgas,OrangeGas
Unknown,Unknown,OrangeGas OrangeGas Wesepe,"Raalterweg 56, Wesepe",,Aardgas,OrangeGas
Unknown,Unknown,OrangeGas OrangeGas Horst,"Stationsstraat 90, Horst",,Aardgas,OrangeGas
Unknown,Unknown,OrangeGas OrangeGas Venlo,"Venloseweg, Sevenum",,Aardgas,OrangeGas
Unknown,Unknown,OrangeGas OrangeGas Venlo,"Erik de Rodeweg 3, Sevenum",,Aardgas,OrangeGas
Unknown,Unknown,OrangeGas OrangeGas Vlaardingen,"Schiedamsedijk 2, Vlaardingen",,Aardgas,OrangeGas
Unknown,Unknown,OrangeGas OrangeGas Joure,"Yndustrywei 25, Joure",,Aardgas,OrangeGas
Unknown,Unknown,OrangeGas OrangeGas Sneek,"Oude Oppenhuizerweg 2, Sneek",,Aardgas,OrangeGas
Unknown,Unknown,OrangeGas OrangeGas Den Haag 2,"Binckhorstlaan 100, Den Haag",,Aardgas,OrangeGas
Unknown,Unknown,OrangeGas OrangeGas Spijkenisse,"Maaswijkweg 5, Spijkenisse",,Aardgas,OrangeGas
Unknown,Unknown,OrangeGas OrangeGas Nieuw-Heeten,"Okkenbroekstraat 19, Nieuw-Heeten",,Aardgas,OrangeGas
Unknown,Unknown,OrangeGas OrangeGas Harnaschpolder,"Peuldreef 2, Den Hoorn",,Aardgas,OrangeGas
Unknown,Unknown,OrangeGas OrangeGas Steenwijk,"Dolderweg 48, Steenwijk",,Aardgas,OrangeGas
Unknown,Unknown,OrangeGas OrangeGas Den Haag 1,"Lozerlaan 4, Den Haag",,Aardgas,OrangeGas
Unknown,Unknown,OrangeGas OrangeGas Harlingen,"Fahrenheitstraat 2, Harlingen",,Aardgas,OrangeGas
Unknown,Unknown,OrangeGas OrangeGas Reduzum,"Overijsselsestraatweg 1A, Reduzum",,Aardgas,OrangeGas
Unknown,Unknown,OrangeGas OrangeGas Ommen,"Stationsweg 24, Ommen",,Aardgas,OrangeGas
Unknown,Unknown,OrangeGas OrangeGas Vierpolders,"Seggelant-Zuid 1, Vierpolders",,Aardgas,OrangeGas
